target,source,value,source (FR),target (FR),color
HEAT_LOW_T,ALKALINE_ELECTROLYSIS,49.88272946787575,Électrolyse alcaline,Chaleur (basse température),#B51F1F
DIESEL,CO2_TO_DIESEL,7458.270922390314,Conversion du CO2 en diesel,Diesel,#D3D3D3
GASOLINE,CO2_TO_DIESEL,2893.809117887442,Conversion du CO2 en diesel,Essence,#808080
BIO_JETFUEL,CO2_TO_JETFUELS,1895.3999414005275,Conversion du CO2 en carburant aviation,Biocarburant d'aviation,#545454
HEAT_LOW_T,DIRECT_ELEC,9.648630486562851,Électricité directe,Chaleur (basse température),#B51F1F
HEAT_LOW_T,HP,45003.54446059872,Thermopompe,Chaleur (basse température),#B51F1F
HEAT_LOW_T,DEC_SOLAR,2.3433074284734454,Solaire thermique décentralisé,Chaleur (basse température),#B51F1F
HEAT_LOW_T,BOILER,214.66109130529077,Chaudière,Chaleur (basse température),#B51F1F
HEAT_LOW_T,BOILER,0.00037682930641827305,Chaudière,Chaleur (basse température),#B51F1F
HEAT_LOW_T,HP,9891.250917265048,Thermopompe,Chaleur (basse température),#B51F1F
HEAT_HIGH_T,GASIFICATION_H2,523.4085592370889,Production d'hydrogène par gazéification du bois,Chaleur (haute température),#B51F1F
CARBON_CAPTURE,HEAT_HIGH_T,18836.61786939127,Chaleur (haute température),Captage de CO2 en postcombustion,#B51F1F
JETFUEL,IMP_JETFUEL,478.4252353959861,Importations de carburant aviation,Carburant aviation,#000000
LFO,IMP_LFO,0.00042926545994105575,Importations de fioul léger,Fioul léger,#8B008B
HEAT_HIGH_T,BOILER,1929.6799379966258,Chaudière,Chaleur (haute température),#B51F1F
HEAT_HIGH_T,BOILER,56188.3789201085,Chaudière,Chaleur (haute température),#B51F1F
HEAT_HIGH_T,DIRECT_ELEC,4620.5648512096695,Électricité directe,Chaleur (haute température),#B51F1F
BOILER,LFO,0.0004292654599410557,Fioul léger,Chaudière,#8B008B
METHANOL,METHANE_TO_METHANOL,5199.550835479182,Conversion du méthane en méthanol,Méthanol,#A5DA00
HYDRO_DAM,RES_HYDRO,127918.533528,Potentiel hydraulique,Barrages hydroélectriques existants,#00CED1
HYDRO_RIVER,RES_HYDRO,73573.19568,Potentiel hydraulique,Hydroélectricité au fil de l'eau existante,#00CED1
NEW_HYDRO_DAM,RES_HYDRO,156.98797083436264,Potentiel hydraulique,Nouveaux barrages hydroélectriques,#000000
DEC_SOLAR,RES_SOLAR,2.3433074284734454,Potentiel solaire photovoltaïque,Solaire thermique décentralisé,#000000
BOILER,WASTE,2332.0000000000005,Déchets organiques et papier,Chaudière,#FA8072
CO2_TO_JETFUELS,WET_BIOMASS,6469.0,Déchets de biomasse humide,Conversion du CO2 en carburant aviation,#545454
BOILER,WOOD,64396.652945984555,Bois résiduel,Chaudière,#CD853F
GASIFICATION_H2,WOOD,2962.3470540154685,Bois résiduel,Production d'hydrogène par gazéification du bois,#CD853F
EUD_ELECTRICITY_EHV_EXPORT,ELECTRICITY,35556.0,Électricité,Exportation d'électricité très haute tension,#00BFFF
EUD_HEAT_LOW_T_SC,ELECTRICITY,4894.373463423301,Électricité,Demande en froid (climatisation),#B51F1F
EUD_LIGHTING,ELECTRICITY,17844.2782006876,Électricité,Demande en électricité pour l'éclairage,#00BFFF
EUD_HEAT_HIGH_T,HEAT_HIGH_T,38275.64,Chaleur (haute température),Demande en chaleur haute température,#B51F1F
EUD_HEAT_LOW_T_HW,HEAT_LOW_T,16776.98,Chaleur (basse température),Demande en chaleur basse température (eau chaude),#B51F1F
EUD_HEAT_LOW_T_SH,HEAT_LOW_T,41838.47,Chaleur (basse température),Demande en chaleur basse température (chauffage),#B51F1F
HOUSEHOLDS,EUD_HEAT_LOW_T_SC,3408.9434634233003,Demande en froid (climatisation),Résidentiel,#B51F1F
SERVICES,EUD_HEAT_LOW_T_SC,1485.43,Demande en froid (climatisation),Services,#B51F1F
AGRICULTURE,EUD_LIGHTING,82.84,Demande en électricité pour l'éclairage,Agriculture,#00BFFF
